id,cost
1,22.584395491465
2,12.8362620963465
3,7.63014506459065
4,5.56070793110797
5,3.98621203215695
6,3.90147926256858
7,3.80639527567515
8,3.81710304448638
9,21.7021368980876
10,12.1375427942358
11,6.36841579921945
12,4.5510327719622
13,3.35254551051279
14,2.96909550592742
15,2.89138166734043
16,2.87069384541004
17,27.1752890826819
18,16.0562821384874
19,9.0452594274536
20,7.03509220333376
21,5.31301536274489
22,5.03054833932105
23,4.86238462998216
24,4.82436343313836
25,22.680142448385
26,12.7447252902985
27,7.55712470582407
28,5.58162392788875
29,4.1939761309325
30,4.07582104618399
31,4.00376438522585
32,3.99253566469144
33,22.0364113016413
34,12.5587756777069
35,6.80549747765724
36,4.86782281064559
37,3.68609965232069
38,3.36689040388404
39,3.2949859165351
40,3.22321178965329
41,8.74242869232049
42,38.2513408162038
43,10.7998947023138
44,28.7331592957801
45,21.8302006659274
46,13.3651323301944
47,13.0607213786004
48,10.5006212691257
49,10.0486465852027
50,10.0041102339927
51,9.98582049700847
52,45.5306472380925
53,30.4660995186667
54,13.769169263591
55,7.56986653241475
56,4.14936322855328
57,10.5243464305226
58,23.4674746254158
59,13.7869714472131
60,7.61005993359389
61,7.1115376685009
62,6.4124252022653
63,22.2437504303017
64,13.0619325647788
65,9.13181085038196
66,6.25505676518341
67,4.54310504874946
68,4.63695364775376
69,4.8685487780847
70,4.8389810470529
71,8.69590243869316
72,5.81408459454399
73,5.64423957718285
74,3.72446902455196
75,11.7803480874329
76,20.9880007584123
77,11.5357642424213
78,5.71618417767992
79,3.94146750274701
80,2.6766646616528
81,2.37951373918051
82,2.29955950297665
83,2.23114512887432
84,14.2350177354352
85,20.2692880758578
86,15.8424916302647
87,15.8424916302647
88,13.5771179733086
89,22.3400059354198
90,12.453845495913
91,6.80687670200238
92,4.72360487007284
93,3.5554998774123
94,3.18798093082316
95,3.08512658522814
96,2.98733937824105
97,6.82907779637045
98,21.5560017718512
99,12.4596554416676
100,6.71946186396995
101,5.0452938401546
102,3.4889440455406
103,3.08713602119462
104,2.9827821016513
105,2.84485251821316
106,27.6910308061369
107,15.7679538663491
108,8.63064403512452
109,6.29552448881102
110,4.72412437670783
111,4.40686993260716
112,4.26957500702162
113,4.21976383845254
114,6.06215998412689
115,6.60622493635772
116,13.4250566730163
117,10.6974860294003
118,9.62272525523891
119,9.35425836018966
120,44.0211389486421
121,24.6898297358362
122,21.431946351956
123,16.9676871098514
124,16.910711511368
125,9.33747352355389
126,4.68727998465469
127,3.24065475317824
128,2.08312064106152
129,1.96227337944494
130,1.92338311766188
131,25.3418112981877
132,30.6267819188867
133,18.6468124259072
134,17.0818508959067
135,16.774797109816
136,3.11135371922916
137,9.75842758059713
138,9.15216502342191
139,6.12505346251959
140,5.75376203643814
141,2.67937947001116
142,26.4935679040788
143,15.921077374167
144,8.22949497113497
145,5.97917230522893
146,4.64286845315766
147,4.21541140004554
148,4.11576285871242
149,4.06599344719221
150,16.7457061171246
151,29.0702261228693
152,17.1998995104111
153,9.74880930228316
154,7.58302303231016
155,6.03959143495039
156,5.62696338087439
157,5.51933539742115
158,5.48962867049251
159,90.0854955150087
160,77.9354905187342
161,66.2240983878007
162,56.8886081363361
163,49.5509333446517
164,19.5185835924705
165,17.7988663651568
166,15.6543197967848
167,22.8340381642856
168,13.0920897638017
169,6.77181978365202
170,5.06641410838645
171,3.36403980977783
172,2.75262797993356
173,2.61966396275048
174,2.60397815682023
175,24.1665444711103
176,12.1081901287081
177,8.47753645162337
178,11.2856147224802
179,8.27533619576649
180,6.22468337046604
181,24.1472455362766
182,19.5584324868959
183,13.6858786192921
184,7.06281205882807
185,28.9820746235273
186,19.4725243964603
187,12.1140572765108
188,9.68103940013127
189,7.87007945056892
190,7.85284775422047
191,7.85284775422047
192,7.82705799483823
193,4.68877887527147
194,4.68877887527147
195,21.7465783837359
196,12.2094758325029
197,6.36762857251294
198,4.56891229534608
199,3.38512141422735
200,3.03618115707265
201,2.90783634193307
202,2.87006868257368
203,21.6053250681858
204,12.009265554133
205,6.23999875763974
206,4.35279768819171
207,3.19323720204722
208,2.87516156235501
209,2.71133528594533
210,2.6695472774841
211,21.5297871806956
212,11.9148928263198
213,6.20671796609619
214,4.30280855913753
215,3.14331336600706
216,2.76923917680444
217,2.63183995677763
218,2.59811405248193
219,21.2966733583197
220,11.7609234558246
221,5.95663368670965
222,4.10540355493501
223,2.86819222134384
224,2.57499929443123
225,2.47099823980427
226,2.4071288955808
227,21.5590640663034
228,11.938804359056
229,6.20204081473833
230,4.32689734235388
231,3.11572075916539
232,2.79274626268448
233,2.65906956177077
234,2.61674388837473
235,21.5590640663034
236,11.938804359056
237,6.20204081473833
238,4.32689734235388
239,3.11572075916539
240,2.79274626268448
241,2.65906956177077
242,2.61674388837473
243,17.0961723707005
244,7.3969536479395
245,6.74286869647385
246,5.63067509267922
247,23.9363620410857
248,13.8251607005467
249,7.35376144681735
250,5.26184340656809
251,3.94872287876453
252,3.6154178260263
253,3.54050664809052
254,3.4910205731597
255,19.8318786383756
256,25.8371991021363
257,13.2958829036791
258,7.14058388529739
259,5.40478429735173
260,4.19192899690751
261,3.72904853059968
262,3.59336667865251
263,3.37422468946744
264,18.1698678925047
265,30.6641031464853
266,19.876305694649
267,13.1227562632124
268,10.1200527002609
269,10.5466431995141
270,10.3199417296466
271,10.3046461679728
272,10.3059346240793
273,3.83674290223113
274,7.5476642802648
275,21.6777014941494
276,12.1774529258432
277,6.17329850952195
278,4.34379558323626
279,3.17958447131708
280,2.9451273378118
281,2.85839943086348
282,2.80828999852941
283,4.85430084311675
284,4.39771971138983
285,13.2020927341021
286,10.1532546479667
287,7.02419435859915
288,7.20342319621167
289,22.6305004758434
290,12.6410217990118
291,6.98763772285851
292,5.17019107241427
293,3.98401886538139
294,3.49478531108566
295,3.39864858432497
296,3.35047937432117
297,21.5679978301848
298,12.0859537932116
299,6.30128713598663
300,4.37038917900194
301,3.21194789938975
302,2.82709235893974
303,2.66037999048103
304,2.60692337633123
305,1.96856986934239
306,13.8072068066973
307,22.7791781179203
308,12.9062486242384
309,6.86772124763862
310,5.27304766733442
311,3.84922039701653
312,3.50803869708736
313,3.42013673730135
314,3.37365456474075
315,24.7306870945448
316,19.2822093578006
317,7.54321383998668
318,4.22857059428555
319,3.14815362797234
320,2.85206734518496
321,2.77901807153136
322,2.7586932810772
323,8.78754058095226
324,23.9989352204692
325,14.2500795255933
326,8.12210587904076
327,5.96518527607071
328,4.45079654874166
329,4.20006156124964
330,4.17305620914514
331,4.22401623022145
332,26.7446377786439
333,15.4876903896206
334,9.06802822911594
335,6.85971138204712
336,5.53442787759945
337,5.20556178870991
338,5.13904503449183
339,5.1032158219888
340,26.7446377786439
341,15.4876903896206
342,9.06802822911594
343,6.85971138204712
344,5.53442787759945
345,5.20556178870991
346,5.13904503449183
347,5.1032158219888
348,26.7317080865484
349,17.8052973887128
350,13.4830686054205
351,9.2366601009261
352,8.91523841112708
353,3.84217975480611
354,2.02437177636018
355,13.2485122386762
356,8.03371799658388
357,7.60621696860675
358,8.9253321968019
359,5.50463684301186
360,5.4227739025293
361,10.8687739149536
362,9.5821124733651
363,21.886062393798
364,18.1096648304188
365,18.553365796761
366,13.5091169781505
367,12.7034703147117
368,12.8037851413175
369,49.0697693015461
370,21.9820126773858
371,12.4366804293702
372,6.72303685124982
373,4.79209659429161
374,3.61632265503222
375,3.30479800061208
376,3.20303122465131
377,3.15034867465414
378,33.2727235339333
379,28.9376970149483
380,25.2955119362073
381,21.5531814023241
382,18.0103345212372
383,25.1069560529705
384,16.6908849033474
385,10.0903439149726
386,9.42049365339349
387,7.01801732179926
388,6.90129801689195
389,6.80608493390777
390,6.7914252533069
391,28.702511139023
392,16.8321091119185
393,9.71147472090646
394,7.27589209679096
395,5.87166649859762
396,5.43735593404185
397,5.33134274427046
398,5.29137481452098
399,22.6735783555113
400,14.9988384553001
401,10.1013983887412
402,10.0519832378747
403,7.03549014727013
404,6.9387919555167
405,6.80608493390777
406,6.80259002708956
407,17.2286780599692
408,15.8815307677336
409,8.95444060269141
410,4.67658128197411
411,3.70072596591267
412,28.0962506527199
413,19.261728466248
414,10.3051605234078
415,7.70985159483852
416,7.1781874275902
417,7.49914212607488
418,6.78018317488388
419,6.77272153720153
420,27.3799922694399
421,17.3402468425088
422,11.9311710723624
423,8.91737393079774
424,7.42038835668466
425,7.27381714569006
426,7.22266259410324
427,7.21306275280289
428,27.3799922694399
429,17.3402468425088
430,11.9311710723624
431,8.91737393079774
432,7.42038835668466
433,7.27381714569006
434,7.22266259410324
435,7.21306275280289
436,29.0488375921601
437,16.6521983787303
438,11.0965191892269
439,7.94065425307595
440,6.5821906988225
441,6.41140219536878
442,6.39146731283895
443,6.37657373792728
444,26.0257289939576
445,15.9660815488824
446,10.9065070030355
447,9.45892252045644
448,8.65956641771402
449,8.34947460802753
450,8.26847506771093
451,8.26234779966648
452,20.601934763084
453,11.5316534106295
454,5.20277839774109
455,3.44166255585709
456,2.35924774182675
457,2.06096836848228
458,1.92731053061804
459,1.88840091260733
460,21.8098676292887
461,12.4392551834425
462,6.6100966609325
463,4.88877462673886
464,3.30755142172815
465,3.0827436205576
466,2.99768518917112
467,2.92430018922494
468,12.5247650533949
469,10.9706022276391
470,10.9706022276391
471,10.5216082829242
472,7.96406167125452
473,28.9078583940714
474,17.0645889013722
475,9.79167427529559
476,7.39953431676465
477,5.96545183500065
478,5.6337575026435
479,5.42053583718973
480,5.37005145419066
481,28.7385778874575
482,16.8325887406298
483,9.78203585376484
484,7.32623524117988
485,5.91311394465003
486,5.52446504098453
487,5.32672771532009
488,5.30103385311657
489,9.35556307227156
490,24.3609408905559
491,13.3749052362153
492,7.98230491537561
493,6.95576684288595
494,21.9657315004262
495,12.8861872426169
496,6.81322740926207
497,5.17001331364835
498,3.97796585158707
499,3.69854199778625
500,3.67391337494394
501,3.64951450202221
502,21.4563033337933
503,12.3889258740275
504,6.59911628614393
505,4.67008755034585
506,3.44039500220392
507,3.17165119053775
508,3.09088648210434
509,3.0556835868686
510,21.4935651658907
511,12.6783222179095
512,6.22095384430778
513,4.33777412194907
514,3.029743600302
515,2.78669923645917
516,2.68655627019493
517,2.66041008791089
518,8.37562731253904
519,8.47060788494833
520,6.54813226235366
521,8.42637045238719
522,28.0338701868214
523,15.962872338476
524,8.86199780538255
525,6.35068015437343
526,4.88232860797486
527,4.43546396256821
528,4.36766031442876
529,4.31976494650998
530,14.1896283778993
531,10.8939929814633
532,9.49157268725664
533,8.50922044719729
534,186.656588242365
535,152.3226250611
536,47.9060023741583
537,30.6540450988683
538,17.3571860746949
539,15.6750551967151
540,3.94238599935998
541,31.0747394725196
542,6.47089575302385
543,1.97199687428599
544,2.02758630679452
545,9.70518682801368
546,7.5057031645531
547,4.87394238638963
548,4.44327868786611
549,7.27907931390952
550,4.95476982269653
551,5.60568454949662
552,5.2119290255488
553,5.2272928219842
554,3.91282482456177
555,17.4688884709486
556,6.67982799928104
557,4.43014973722644
558,3.31852433625073
559,5.12820719685386
560,3.19749577630944
561,8.99001019982564
562,8.89372009407283
563,35.8106056959656
564,20.8103575675612
565,13.8571618902964
566,7.53501665790746
567,6.01058568635336
568,4.69374325513571
569,4.51836788049169
570,4.39658341757316
571,4.34917714215586
572,20.6438180648247
573,13.4568303111155
574,7.47227579844703
575,5.84150859948949
576,4.43490427241402
577,4.2614090606849
578,4.17127155800734
579,4.12743867405611
580,21.9130473667423
581,12.3591228147142
582,6.60889992578365
583,4.68042094682951
584,3.50771232955383
585,3.21429139278476
586,3.09366278130616
587,3.07526009229926
588,20.8495696563186
589,11.2386884236424
590,5.59871961379901
591,3.60315533131484
592,2.44185777048909
593,2.1187397985265
594,1.99565423689246
595,1.93497047063916
596,21.9130473667423
597,12.3591228147142
598,6.60889992578365
599,4.68042094682951
600,3.50771232955383
601,3.21429139278476
602,3.09366278130616
603,3.07526009229926
604,21.558895378628
605,11.9735720807496
606,6.22226991960193
607,4.34340209338821
608,3.19392558612744
609,2.81474172464813
610,2.70967115658939
611,2.66748606942684
612,21.3884161536276
613,11.8232709571473
614,6.05415694430569
615,4.13378488824027
616,2.95949988777843
617,2.67538374011413
618,2.52524464914764
619,2.48767965906402
620,21.5104735303667
621,11.8992917044172
